Date,High,Low,Open,Close,Volume,Adj Close
2015-11-06,26960.0,26600.0,26860.0,26760.0,8216100.0,270.0763244628906
2015-11-09,26880.0,26420.0,26760.0,26880.0,9283050.0,271.2873840332031
2015-11-10,26820.0,26280.0,26720.0,26420.0,9877550.0,266.6448974609375
2015-11-11,26900.0,26420.0,26420.0,26660.0,7022450.0,269.0670166015625
2015-11-12,26680.0,26340.0,26660.0,26340.0,7870850.0,265.8374328613281
2015-11-13,26340.0,26000.0,26340.0,26000.0,8883850.0,262.406005859375
2015-11-16,25820.0,25260.0,25820.0,25260.0,13785250.0,254.9375
2015-11-17,25800.0,25400.0,25500.0,25400.0,9309200.0,256.3504943847656
2015-11-18,25800.0,25440.0,25440.0,25620.0,8386750.0,258.5708312988281
2015-11-19,25800.0,25420.0,25800.0,25780.0,9642500.0,260.1856384277344
2015-11-20,25920.0,25560.0,25780.0,25700.0,8436000.0,259.37823486328125
2015-11-23,26040.0,25620.0,25700.0,25640.0,9941000.0,258.77264404296875
2015-11-24,26100.0,25640.0,25640.0,25980.0,7978000.0,262.20416259765625
2015-11-25,26200.0,25980.0,26000.0,25980.0,7131350.0,262.20416259765625
2015-11-26,26800.0,25980.0,25980.0,26700.0,9290000.0,269.4707336425781
2015-11-27,26980.0,26540.0,26900.0,26540.0,8492700.0,267.85595703125
2015-11-30,26500.0,25680.0,26500.0,25680.0,26700300.0,259.1763916015625
2015-12-01,26440.0,25760.0,25880.0,26420.0,12605650.0,266.6448974609375
2015-12-02,26440.0,25880.0,26420.0,26000.0,11481400.0,262.406005859375
2015-12-03,25940.0,25720.0,25900.0,25800.0,8334750.0,260.3874816894531
2015-12-04,25600.0,25340.0,25500.0,25380.0,9635550.0,256.14862060546875
2015-12-07,25500.0,25240.0,25380.0,25240.0,9805350.0,254.73565673828125
2015-12-08,25440.0,25240.0,25240.0,25240.0,6916100.0,254.73565673828125
2015-12-09,25500.0,25240.0,25240.0,25260.0,9090600.0,254.9375
2015-12-10,25860.0,25260.0,25260.0,25660.0,15193350.0,258.9745178222656
2015-12-11,25900.0,25440.0,25660.0,25680.0,10336450.0,259.1763916015625
2015-12-14,25460.0,25100.0,25460.0,25220.0,11140050.0,254.53379821777344
2015-12-15,25600.0,25200.0,25220.0,25540.0,8774700.0,257.763427734375
2015-12-16,26200.0,25560.0,25560.0,25980.0,10398100.0,262.20416259765625
2015-12-17,26160.0,25500.0,26020.0,25800.0,8733850.0,260.3874816894531
2015-12-18,25760.0,25280.0,25300.0,25560.0,8418450.0,257.96527099609375
2015-12-21,25700.0,25220.0,25560.0,25600.0,8023300.0,258.36895751953125
2015-12-22,25840.0,25340.0,25600.0,25840.0,10309600.0,260.7911682128906
2015-12-23,25980.0,25640.0,25840.0,25900.0,10357400.0,261.396728515625
2015-12-24,26000.0,25700.0,25900.0,25700.0,7807550.0,259.37823486328125
2015-12-28,25780.0,25320.0,25700.0,25320.0,11361500.0,255.54307556152344
2015-12-29,25320.0,24820.0,25300.0,25080.0,11647200.0,1204.702880859375
2015-12-30,25440.0,25080.0,25200.0,25200.0,10197900.0,1210.4669189453125
2016-01-04,25200.0,24100.0,25200.0,24100.0,15346950.0,1157.629150390625
2016-01-05,24360.0,23720.0,24040.0,24160.0,10800100.0,1160.51123046875
2016-01-06,24160.0,23360.0,24160.0,23500.0,18337600.0,1128.808349609375
2016-01-07,23660.0,23020.0,23320.0,23260.0,14119400.0,1117.2802734375
2016-01-08,23720.0,23260.0,23260.0,23420.0,12888150.0,1124.9656982421875
2016-01-11,23320.0,22920.0,23120.0,23040.0,12063850.0,1106.712646484375
2016-01-12,23320.0,22880.0,22960.0,22920.0,10314150.0,1100.9486083984375
2016-01-13,23180.0,22960.0,23060.0,22960.0,7165800.0,1102.8697509765625
2016-01-14,22840.0,22620.0,22620.0,22760.0,10451100.0,1093.2630615234375
2016-01-15,23040.0,22480.0,22800.0,22640.0,10473200.0,1087.498779296875
2016-01-18,22660.0,21760.0,21760.0,22520.0,16010700.0,1081.7347412109375
2016-01-19,23420.0,22560.0,22560.0,23420.0,10362100.0,1124.9656982421875
2016-01-20,23200.0,22640.0,23200.0,22760.0,8352600.0,1093.2630615234375
2016-01-21,23100.0,22500.0,22660.0,22620.0,9517600.0,1086.538330078125
2016-01-22,23360.0,22900.0,22900.0,23360.0,7376400.0,1122.083740234375
2016-01-25,23520.0,23120.0,23440.0,23240.0,7995650.0,1116.319580078125
2016-01-26,23140.0,22720.0,23100.0,22740.0,7619950.0,1092.3023681640625
2016-01-27,23500.0,22520.0,22520.0,23500.0,13811850.0,1128.808349609375
2016-01-28,23360.0,22780.0,23280.0,22900.0,15795600.0,1099.98779296875
2016-01-29,23000.0,22320.0,22800.0,23000.0,21849150.0,1104.7913818359375
2016-02-01,23260.0,23020.0,23040.0,23260.0,12998950.0,1117.2802734375
2016-02-02,23320.0,22940.0,23220.0,23120.0,8317400.0,1110.555419921875
2016-02-03,23040.0,22740.0,23000.0,22920.0,8725350.0,1100.9486083984375
2016-02-04,23220.0,22960.0,23000.0,23120.0,12397950.0,1110.555419921875
2016-02-05,23380.0,23120.0,23120.0,23280.0,9404700.0,1118.2408447265625
2016-02-11,22740.0,22360.0,22360.0,22600.0,15263100.0,1085.5775146484375
2016-02-12,23020.0,22440.0,22600.0,22600.0,12811600.0,1085.5775146484375
2016-02-15,23200.0,22880.0,23080.0,23080.0,9157300.0,1108.6339111328125
2016-02-16,23580.0,23140.0,23160.0,23360.0,9020050.0,1122.083740234375
2016-02-17,24020.0,23380.0,23580.0,23700.0,12303100.0,1138.415283203125
2016-02-18,24060.0,23560.0,24060.0,23740.0,11124050.0,1140.336669921875
2016-02-19,23900.0,23480.0,23740.0,23800.0,8842600.0,1143.2188720703125
2016-02-22,23840.0,23320.0,23800.0,23500.0,8744950.0,1128.808349609375
2016-02-23,23780.0,23460.0,23580.0,23620.0,7383700.0,1134.5726318359375
2016-02-24,23580.0,23220.0,23560.0,23440.0,7024200.0,1125.926513671875
2016-02-25,23740.0,23440.0,23440.0,23580.0,6681750.0,1132.6512451171875
2016-02-26,23740.0,23440.0,23600.0,23440.0,8867200.0,1125.926513671875
2016-02-29,23880.0,23520.0,23580.0,23560.0,14434000.0,1131.6904296875
2016-03-02,24140.0,23920.0,24000.0,23940.0,11818600.0,1149.943603515625
2016-03-03,24400.0,24040.0,24260.0,24400.0,10949550.0,1172.0394287109375
2016-03-04,24560.0,24040.0,24400.0,24300.0,10074500.0,1167.236083984375
2016-03-07,24620.0,24300.0,24400.0,24460.0,6568800.0,1174.921630859375
2016-03-08,24480.0,23720.0,24460.0,23840.0,10810100.0,1145.14013671875
2016-03-09,23980.0,23540.0,23760.0,23880.0,9169000.0,1147.0615234375
2016-03-10,24720.0,24020.0,24160.0,24500.0,14177000.0,1176.843017578125
2016-03-11,25060.0,24320.0,24500.0,24980.0,13361250.0,1199.8995361328125
2016-03-14,25460.0,24980.0,25340.0,25100.0,10857700.0,1205.6636962890625
2016-03-15,25280.0,24920.0,25100.0,25060.0,8640400.0,1203.7421875
2016-03-16,25260.0,25060.0,25120.0,25120.0,7342800.0,1206.6241455078125
2016-03-17,25920.0,25140.0,25300.0,25260.0,12343450.0,1213.3489990234375
2016-03-18,25560.0,25260.0,25560.0,25460.0,11265700.0,1222.9559326171875
2016-03-21,25580.0,25160.0,25480.0,25340.0,9058500.0,1217.19189453125
2016-03-22,25580.0,25240.0,25340.0,25380.0,10143600.0,1219.1131591796875
2016-03-23,25580.0,25240.0,25380.0,25580.0,9870900.0,1228.719970703125
2016-03-24,25800.0,25320.0,25580.0,25640.0,10939750.0,1231.6021728515625
2016-03-25,25800.0,25560.0,25660.0,25760.0,7172300.0,1237.3663330078125
2016-03-28,26000.0,25760.0,25760.0,25880.0,6060900.0,1243.1304931640625
2016-03-29,26000.0,25700.0,25880.0,25800.0,8622700.0,1239.2877197265625
2016-03-30,26420.0,26040.0,26200.0,26160.0,13380250.0,1256.5799560546875
2016-03-31,26280.0,25960.0,26120.0,26240.0,19130750.0,1260.4227294921875
2016-04-01,26180.0,25420.0,25980.0,25580.0,13557800.0,1228.719970703125
2016-04-04,26100.0,25580.0,25580.0,26100.0,9402300.0,1253.697998046875
2016-04-05,25980.0,25200.0,25980.0,25200.0,11815950.0,1210.4669189453125
2016-04-06,25820.0,25360.0,25380.0,25700.0,9211700.0,1234.4842529296875
2016-04-07,26000.0,25160.0,26000.0,25380.0,12939750.0,1219.1131591796875
2016-04-08,25380.0,24800.0,25380.0,24920.0,12593400.0,1197.0172119140625
2016-04-11,25420.0,24920.0,24920.0,25320.0,6034650.0,1216.231201171875
2016-04-12,25620.0,25320.0,25400.0,25500.0,6702700.0,1224.8773193359375
2016-04-14,26040.0,25780.0,26000.0,26000.0,16766350.0,1248.89453125
2016-04-15,26200.0,25800.0,26180.0,26000.0,6829950.0,1248.89453125
2016-04-18,26100.0,25840.0,25900.0,25980.0,6423700.0,1247.933837890625
2016-04-19,25920.0,25660.0,25880.0,25760.0,7238300.0,1237.3663330078125
2016-04-20,26000.0,25640.0,25640.0,25980.0,8598600.0,1247.933837890625
2016-04-21,26020.0,25760.0,26000.0,25880.0,7254450.0,1243.1304931640625
2016-04-22,25880.0,25540.0,25880.0,25600.0,5741500.0,1229.6807861328125
2016-04-25,25700.0,25420.0,25700.0,25620.0,4597850.0,1230.6416015625
2016-04-26,26100.0,25660.0,25700.0,25920.0,8345050.0,1245.0517578125
2016-04-27,26000.0,25720.0,25880.0,26000.0,8297300.0,1248.89453125
2016-04-28,26000.0,25220.0,26000.0,25300.0,14653450.0,1215.2703857421875
2016-04-29,25340.0,24840.0,25200.0,24900.0,16253900.0,1196.0567626953125
2016-05-02,25240.0,24900.0,24940.0,25000.0,7027600.0,1200.860107421875
2016-05-03,25400.0,25120.0,25340.0,25220.0,7903300.0,1211.4276123046875
2016-05-04,25800.0,25240.0,25440.0,25800.0,14702750.0,1239.2877197265625
2016-05-09,26000.0,25700.0,25800.0,25980.0,13718100.0,1247.933837890625
2016-05-10,26000.0,25760.0,25980.0,25920.0,8559550.0,1245.0517578125
